V_S,Z,D,AEdAO,PdD,P_B,Strength,Strength_Min,Cavitation,Cavitation_Max,Tip_Velocity,Tip_Velocity_Max,Generation,Run,Valid
7.5,2,0.7038601951784922,0.9651622303951595,0.8484398937551981,135.10342684659537,0.016,0.01379229147623368,0.17197830946063447,0.17056639671852641,32.432873586065156,39,1,0,False
7.5,2,0.6514818786661232,0.930878719007331,1.0292451757605237,146.64399122152997,0.016,0.014405478916686046,0.25603586564768827,0.18728334201713173,29.987155863643043,39,1,0,False
7.5,2,0.7135918701385532,0.8127358577013121,0.8526776408870842,135.23526017206473,0.016,0.013690925906697713,0.19954704598056933,0.17102601094021885,32.36833482040747,39,1,0,False
7.5,2,0.676480564232366,0.8443853985815163,0.8372207338772715,140.97780008864555,0.016,0.014075416921030672,0.1916803435206997,0.15882603102996937,34.1867363817377,39,1,0,False
7.5,2,0.7687150592991748,1.0220395689947392,0.8459965855057399,125.04335613671203,0.016,0.01316001225348489,0.15591439941995097,0.18578523855982962,30.18493978201426,39,1,0,True
7.5,2,0.7447141154369491,0.9834963056143471,0.801301813807145,129.182557795577,0.016,0.013361750345134978,0.14875591505565286,0.1708080803639471,32.39715819938626,39,2,0,True
7.5,2,0.6904536268788474,0.7960793941186403,0.6718450000932614,136.6959504091682,0.016,0.013677242191660222,0.13841802827146674,0.1266599159553043,39.79125449951924,39,2,0,False
7.5,2,0.7763706360551629,0.9043029918269658,0.8839094241595504,125.87557737544064,0.016,0.013129096375563948,0.18632426757967385,0.1933242593771181,29.183899875527175,39,2,0,True
7.5,2,0.5991806590604605,0.8604569232260512,0.9508995779161644,158.73895280927653,0.016,0.015096466475395373,0.244986787905966,0.15723605233009388,34.445200045065796,39,2,0,False
7.5,2,0.7565188154633826,0.8597662581614465,0.7748124954671308,127.90469819244032,0.016,0.013215089141598014,0.1573184715977691,0.1662627315895509,33.0489290245254,39,2,0,True
7.5,2,0.7317477256934836,0.7759409103268906,1.0092689039107556,136.8472894482851,0.016,0.013577461059882025,0.2704206066242987,0.2006649827607462,28.252356511333247,39,3,0,False
7.5,2,0.5,0.9312100387944203,1.0312361507929237,184.86023419256037,0.016,0.016620676918037293,0.28126397741511716,0.13843362189380454,37.62881187578514,39,3,0,False
7.5,2,0.8,0.7764834716675947,0.8721631729469488,123.449442818166,0.016,0.012898532074272407,0.20419244439408835,0.19380127546900963,29.122108045074057,39,3,0,False
7.5,2,0.7588435429288156,0.7074716460683381,0.9425768626111584,131.1900891714584,0.016,0.013279625365587947,0.25620214403952346,0.19453343253596625,29.03163240236482,39,3,0,False
7.5,2,0.7207121786251889,0.6330303927505427,0.8837170730843692,134.37462459301022,0.016,0.013549453293272519,0.258935747301552,0.17344046555341203,31.994419226072964,39,3,0,False
7.5,2,0.6885821901429758,0.8010478431420902,1.1202942654067958,146.58527407192284,0.016,0.01397965542026735,0.32165223587084263,0.20655528063424874,27.550031577562894,39,4,0,False
7.5,2,0.5865698856219942,0.8505053497683007,0.7047587748251528,157.57132044205989,0.016,0.014989983712483423,0.15028158751938647,0.10632425326504225,43.88974823545493,39,4,0,False
7.5,2,0.7662279538879098,0.8429814302269002,0.8023481838979576,126.7347699742107,0.016,0.013151028950036716,0.16891833693512817,0.1741273224564065,31.885462990948618,39,4,0,True
7.5,2,0.6999268446659727,0.8006257971760367,1.042687403074355,142.54866155794713,0.016,0.013898874386586223,0.2839337060980239,0.1982753961664035,28.551015216439403,39,4,0,False
7.5,2,0.8,0.7398923951965735,0.8825940880035595,123.64958992161013,0.016,0.01289157690157948,0.2168505878485702,0.19485315931072705,28.987109217589882,39,4,0,False
7.5,2,0.6591952536816961,0.797200088910437,1.064257138025299,150.8622674495448,0.016,0.01434453631811583,0.30167702051814566,0.18993570230814188,29.630801832120884,39,5,0,False
7.5,2,0.7735138510533923,0.8924582506886436,0.9617886737313003,127.35272817557379,0.016,0.013177576691899442,0.2181063291511761,0.2068656430303694,27.509106016867772,39,5,0,False
7.5,2,0.7018899760284318,0.7936379277320249,1.01347291837913,141.57286636765204,0.016,0.01388229374178393,0.27242693012001906,0.19414102061435795,29.084542362396608,39,5,0,False
7.5,2,0.8,0.7146636563865005,0.783880370474261,120.83283877538383,0.016,0.012774088241368657,0.1844397228167549,0.17586106500569365,31.61898420171494,39,5,0,False
7.5,2,0.8,0.7072311265538873,1.080452773915107,130.0342218505369,0.016,0.01293062905864697,0.3110438999714255,0.2262339550464065,25.357168921465117,39,5,0,False
7.5,2,0.7838950171047829,0.6661878697662917,0.8577520094952544,124.41687496210936,0.016,0.012962028377009112,0.22851550739955423,0.18483750854041195,30.314916187344956,39,6,0,False
7.5,2,0.7730298368697347,0.7004257032318408,1.112072723033851,135.06705210965976,0.016,0.013151119999029202,0.3331515737201458,0.22382835324225336,25.62723316906436,39,6,0,False
7.5,2,0.7802463694080741,0.8287214938551068,1.009430830878139,128.64823906067636,0.016,0.013126253112941393,0.24976112923895433,0.2149953274936852,26.592085679480313,39,6,0,False
7.5,2,0.6805314233964048,0.738278810040132,0.7393206659437409,137.73472805920287,0.016,0.013852761057466094,0.17505084460832163,0.13860397803611957,37.59009564902796,39,6,0,False
7.5,2,0.6334754124835832,0.8259441592084072,0.902682123154648,150.80417714871552,0.016,0.014629077229397987,0.22720445756356922,0.15838511680656417,34.258841248304456,39,6,0,False
7.5,2,0.7772761433039094,0.7568317173822652,1.132711113589818,133.745740638716,0.016,0.013105273161801696,0.3237225907562093,0.23024033631462315,24.92479338289913,39,7,0,False
7.5,2,0.7047739116598289,0.7345831342516419,1.0119655440122743,142.1140528421431,0.016,0.013843570888854488,0.2875868525329484,0.19246642809208495,29.297491415997026,39,7,0,False
7.5,2,0.7484045391802905,1.05,0.9601175907371124,126.05105713437074,0.016,0.01333698643594639,0.19404742261707736,0.20425495746997135,27.818414488094596,39,7,0,True
7.5,2,0.6984920880363314,0.790358534602303,0.9781305486793879,141.2180561530294,0.016,0.013914791045448327,0.25833972603960864,0.18754138248024563,29.9496902409983,39,7,0,False
7.5,2,0.6742302665455737,0.7215121993522255,0.9477266240755385,145.43722291910302,0.016,0.014149660498159904,0.2671397172372446,0.17427482759835808,31.86721170587713,39,7,0,False
7.5,2,0.751835138877832,0.9310031444618608,0.8701018869535416,128.69099990344841,0.016,0.013341714525784705,0.17970901673098139,0.1854149475925702,30.23671455734636,39,8,0,True
7.5,2,0.7011633022756882,0.8675437423666508,1.0714478666798612,140.83088271845327,0.016,0.013859805245544015,0.2799881256594326,0.20558303911268644,27.66323017326705,39,8,0,False
7.5,2,0.6955677016504743,0.8701078090764678,0.7953505046346917,137.1041976276241,0.016,0.013832777808821667,0.16917212375147764,0.1559246793476679,34.65468137756382,39,8,0,False
7.5,2,0.6504250004313394,0.7479002701699959,0.9175747234924058,148.74590351008956,0.016,0.01441582462426223,0.24997305476943082,0.16352214982759786,33.46169400812741,39,8,0,False
7.5,2,0.5762128739899871,0.8914174584009109,0.9047574358797165,162.29973474285765,0.016,0.015391054239576787,0.22220143268827902,0.143149434520905,36.78662558042637,39,8,0,False
7.5,2,0.7873331903406169,0.8183813656904751,0.8525020925615192,124.65365652626602,0.016,0.013004100332485252,0.1894704229621748,0.1880683168081981,29.873878580540826,39,9,0,False
7.5,2,0.7223665478227825,0.6001156152077937,0.9284607447844735,135.70590077046492,0.016,0.013543147252524288,0.29138942332066636,0.17952820399244548,31.07355578080056,39,9,0,False
7.5,2,0.6338266475316112,0.855910742048871,1.015198060777663,152.8161926892438,0.016,0.014652993916981785,0.2688948437412806,0.17768829674507858,31.350880045663875,39,9,0,False
7.5,2,0.6840355994223914,0.9877169449798667,0.9389042915898695,137.89954000104746,0.016,0.014022613341954622,0.2042947764459928,0.18263079247178102,30.630698733269927,39,9,0,False
7.5,2,0.7363703647835264,0.7726704632058661,0.907617524872331,133.23383257375596,0.016,0.013496751359825122,0.22749828038414271,0.18504507060547346,30.288606436790907,39,9,0,False
7.5,2,0.5824345710867835,0.8560166350551848,0.9208644530709423,162.08233619431647,0.016,0.015316043800270272,0.23539120043886141,0.14694072155991383,36.14428986424947,39,10,0,False
7.5,2,0.6211057222927766,0.809991521789872,1.046075678345247,157.95528609368193,0.016,0.014815556746427937,0.29635753458894426,0.17684932460731426,31.478291492790966,39,10,0,False
7.5,2,0.7069058244113785,0.8039603368303411,0.7918859863152431,135.1086173463581,0.016,0.013690687877673345,0.17880200268246094,0.15704158269416377,34.471896687478775,39,10,0,False
7.5,2,0.7632735389896655,0.9302828830155028,0.9496243356042577,127.72056836440348,0.016,0.013259905899778131,0.20775794242961135,0.20313888380202255,27.95221291052155,39,10,0,False
7.5,2,0.7713425089790092,0.8551685217385386,0.9261138506659227,127.7788587024887,0.016,0.013192722756305848,0.21200448812494627,0.19889158411481675,28.46964381501583,39,10,0,False
7.5,2,0.6425112766485872,0.8310561345063402,0.92858351871677,149.54787833891922,0.016,0.014534080735046697,0.23572497056479555,0.1656356969180279,33.1463274814852,39,11,0,False
7.5,2,0.6391565715695873,0.9459639916471059,0.9983478743218492,148.04178653810524,0.016,0.01455505340481333,0.2418750607238665,0.1793891374799107,31.098123175193123,39,11,0,False
7.5,2,0.6585781850820468,0.7250464058629109,0.8404680308065398,144.44617000871088,0.016,0.014234605282865992,0.22155809211466782,0.15205852137897147,35.303320295343504,39,11,0,False
7.5,2,0.6111300612635518,0.8336513491754891,0.9564411899849322,156.89375359653386,0.016,0.014941295465238784,0.2516256042423182,0.1609593464027075,33.85596292265482,39,11,0,False
7.5,2,0.787899524432244,0.8682383123274084,1.0519659395989351,127.39073280471895,0.016,0.013041377025895804,0.2571320364785229,0.22520676509900805,25.471525102686606,39,11,0,False
7.5,2,0.6720628155960006,0.842919464304547,0.7412967845033498,140.59066568229653,0.016,0.01400742096392854,0.15666814388595815,0.13812641194857014,37.67802862897218,39,12,0,False
7.5,2,0.5004138528336224,0.7516622161614193,0.8501861964613192,184.85250486450977,0.016,0.016534196428363467,0.23951493246723504,0.10441947624705596,44.32346581587457,39,12,0,False
7.5,2,0.6325160373906713,0.848450055869708,0.9000326022292969,150.55377577299933,0.016,0.014640497563537143,0.22142942277484268,0.15824777373261345,34.28082096676959,39,12,0,False
7.5,2,0.6024225005449437,1.0028126280126701,0.8351281833884022,152.72671409044176,0.016,0.014951546903839532,0.17274578213520927,0.14052143689429664,37.24648238572663,39,12,0,False
7.5,2,0.693024487586544,0.8207272471820635,1.062597080455907,143.6883194358693,0.016,0.013963410173178469,0.28886396294648015,0.20015213801292867,28.317462157201682,39,12,0,False
7.5,2,0.5991652427712155,0.8054979939070549,0.9433707097004583,159.90957502399198,0.016,0.01509540617828992,0.25425544912335785,0.15435402908309254,34.91758814812153,39,13,0,False
7.5,2,0.6502261374529026,0.9223453310779034,0.8354349731407258,144.8750663412313,0.016,0.014376337443707402,0.1800911472524151,0.15295669578525678,35.15021607470669,39,13,0,False
7.5,2,0.6240897065063329,0.707886921884497,0.9733466863109979,156.90230379484353,0.016,0.014755381048795774,0.2908478986445262,0.16315651160951633,33.518435271949684,39,13,0,False
7.5,2,0.5025638642519822,0.7951034989072244,0.9256290908740689,186.6484763728076,0.016,0.01659316052397414,0.26286816876270236,0.11839374716758888,41.3450902663615,39,13,0,False
7.5,2,0.7531539740609212,0.6981952984066647,1.0093810800409897,134.4955293312848,0.016,0.013351768364321172,0.28957126387699295,0.2032951004462453,27.93389335345141,39,13,0,False
7.5,2,0.6375171358997973,0.9491885955206811,0.8803467943516263,147.07048769391196,0.016,0.014554017843894852,0.1941282842366046,0.1584625771136742,34.24630399230495,39,14,0,False
7.5,2,0.5,0.9409471284516253,1.0250734936467194,184.16571329594785,0.016,0.01661634013375419,0.27637448405265086,0.13786782326909308,37.73236548680562,39,14,0,False
7.5,2,0.7046412248343636,0.7875096798379413,0.9405116681718398,139.12490386978487,0.016,0.013837204275039417,0.24204815705350166,0.18302338980384716,30.574011020971927,39,14,0,False
7.5,2,0.7264511561152102,0.777412323997522,1.113297058996214,140.57556391291874,0.016,0.013595669451506361,0.3180406633759022,0.2152291749113599,26.569941907358945,39,14,0,False
7.5,2,0.6763795794686522,0.6403597907984655,0.8834925479100784,142.16071521231228,0.016,0.014021078185616856,0.2627713977109922,0.16173754602555818,33.732478340888775,39,14,0,False
7.5,2,0.6523605676698665,0.777271156751819,1.0515658912418187,152.45839124019025,0.016,0.014430106756056469,0.30244076655384877,0.18535399852536125,30.250267510030824,39,15,0,False
7.5,2,0.7492302417383032,0.7297140939280744,0.9688499565180357,133.4378844196017,0.016,0.013390519151286636,0.26269963568975996,0.19709246128983035,28.698704900269018,39,15,0,False
7.5,2,0.6093706363992889,0.6988052739919117,0.8643207620645423,155.49973837872935,0.016,0.014851185514906343,0.24549169768136744,0.14116355050773843,37.132137398041394,39,15,0,False
7.5,2,0.5791581906759291,0.8597281019085194,1.0577159627749668,166.27644733560726,0.016,0.015368209258691711,0.29647859066674703,0.1673987623096141,32.89070570772648,39,15,0,False
7.5,2,0.7189285122879008,0.7698492492364661,1.1102463358554158,141.9929683502601,0.016,0.013673744964832896,0.3202231185026469,0.21231434198627033,26.891208946391448,39,15,0,False
7.5,2,0.7451171431909976,0.796220981209577,0.9913727824477309,133.9130377489611,0.016,0.013448619023113405,0.25541398339726157,0.20194874983191166,28.095778071749844,39,16,0,False
7.5,2,0.6028409679428346,0.7909770578366231,0.8432500430687634,156.12024903171414,0.016,0.014958887520327077,0.21407480819607427,0.1380680785234533,37.69153644818333,39,16,0,False
7.5,2,0.5128732707784887,0.7044420934277829,1.0342493949297895,190.65080667971728,0.016,0.016429853267678474,0.34086015256791796,0.13474575764012714,38.31670038694597,39,16,0,False
7.5,2,0.5899201688828889,0.7880073142406582,0.87581373792214,160.1709316056901,0.016,0.015168747231423028,0.230205234756595,0.1397304268507574,37.38893653738713,39,16,0,False
7.5,2,0.5135836595585341,0.8145618742570336,0.8937554865517643,181.3847735664054,0.016,0.016373675007951644,0.24218092203498634,0.11786069989037133,41.44997884724354,39,16,0,False
7.5,2,0.7433943959519584,0.7850358851725,0.9493425952578814,133.2125149027396,0.016,0.013453631959609018,0.24075974491639482,0.1942679859675115,29.06632824746968,39,17,0,False
7.5,2,0.7069882782049671,0.7500544512215728,0.9532297522425878,139.53291285312002,0.016,0.01380931353501197,0.2567075403179289,0.18450604558837494,30.365030355429894,39,17,0,False
7.5,2,0.5544670229907436,0.7686293409823277,0.93552823475358,171.77296777029022,0.016,0.015730839297179694,0.2665869684597259,0.13756438633906473,37.78583293605797,39,17,0,False
7.5,2,0.5398007137402445,0.8003570663838294,0.9312654733035235,175.10563461471878,0.016,0.015964495495788062,0.25874895369903456,0.13319285685362667,38.61669917433323,39,17,0,False
7.5,2,0.6498033873382861,0.7331071302876769,0.906305798664812,148.55421971167945,0.016,0.014408586065672723,0.24904279461119397,0.16099688414561392,33.84834542862924,39,17,0,False
7.5,2,0.6662889640803171,0.921051880607265,1.0025720018168094,143.90790556291907,0.016,0.014246837983549107,0.24442144420990117,0.18687747052532494,30.041615653337278,39,18,0,False
7.5,2,0.5424764350543874,0.7859096351146199,1.050688895223032,179.27789114863828,0.016,0.01594427453036646,0.3187374658318363,0.15108760989027956,35.47456297140139,39,18,0,False
7.5,2,0.7019605619589742,0.754571111911098,0.9711149084594416,140.94248390867898,0.016,0.013869988045582805,0.2640735636531774,0.1861566175264649,30.13762771898119,39,18,0,False
7.5,2,0.6351410399649853,0.7830523477430346,0.9463322220952795,152.44539099749474,0.016,0.014627860844969602,0.2557968668517618,0.1649307190008757,33.251009726403204,39,18,0,False
7.5,2,0.6172061335780867,0.7793562328592109,0.9991306331790681,158.21019247839823,0.016,0.014870363246429099,0.2833596257302138,0.1677379394490331,32.83964048092614,39,18,0,False
