V_S,Z,D,AEdAO,PdD,P_B,Strength,Strength_Min,Cavitation,Cavitation_Max,Tip_Velocity,Tip_Velocity_Max,Generation,Run
7.5,2,0.7588010228658487,1.0374179627206659,0.6473753056985078,133.92061521151865,0.016,0.013147292798758002,0.09422637893458143,0.13528105617492184,38.20449948792352,39,1,4
7.5,2,0.7658402694062398,0.9454918966019108,0.6486063083598985,130.56463966333266,0.016,0.01303965605107701,0.10406227849506294,0.13787349996588533,37.72036211057088,39,4,4
7.5,2,0.7723731068860683,0.953557214065282,0.6541391064774379,129.66957827881447,0.016,0.012993369353463489,0.10427490556713088,0.14065713846355182,37.215149370793156,39,5,4
7.5,2,0.7325899905752354,0.965502595827046,0.7308543846144262,132.0644073142137,0.016,0.013417953401673805,0.12934074449859317,0.15156283665457687,35.38559665437015,39,22,4
7.5,2,0.7283736445500977,0.9599455999332692,0.7266477647360469,132.72579468056793,0.016,0.013452740054153695,0.12908359013155582,0.14949846076552248,35.71993828062341,39,23,4
7.5,2,0.7818558544063497,0.8289707972410045,0.6952867526048583,124.34550566490314,0.016,0.012883676358246977,0.13308024250563458,0.15354923472679508,35.0441468130222,39,22,5
7.5,2,0.7748726215040153,0.8215667519636775,0.6890767213056309,125.10826166883518,0.016,0.01292996230233316,0.13280925910505928,0.15058760549695024,35.54367066653537,39,23,5
7.5,2,0.7982732759144817,0.7219229257932673,0.6269180005463222,119.7885838527424,0.016,0.012561618678528738,0.1270528020720982,0.1400274998158199,37.32670807985696,39,25,5
7.5,2,0.7917737243947873,0.7160450198292143,0.6218136259341234,120.38858905267708,0.016,0.01259979982469803,0.12692685191676067,0.1374492972977025,37.7972128328643,39,26,5
7.5,2,0.7926380230076142,0.9272978534540322,0.6624681808471222,126.18513416562371,0.016,0.012817908166282381,0.10838103466168984,0.14736382638843895,36.06527711949717,39,1,6
7.5,2,0.7666483021034928,0.7953164094369999,0.6208438265883931,126.63434406432441,0.016,0.012885853052296075,0.11549073920918747,0.13183183534101076,38.87594831948546,39,7,6
7.5,2,0.7289216218343252,1.0036011157712619,0.9227414252508955,130.42418184636367,0.016,0.013553023006046133,0.1899505281939456,0.1913925984444465,29.435286112314195,39,7,7
7.5,2,0.7714785466469503,0.916760676176978,0.6237839482123783,130.46138961396423,0.016,0.012952545993591975,0.09982773398362836,0.13268282246564608,38.70779120233973,39,11,7
7.5,2,0.7421601561529733,0.9644712746005466,0.7935073565636024,129.75781164443623,0.016,0.013380885698929354,0.1490611173734502,0.16817881202177756,32.76995977118619,39,20,7
7.5,2,0.740248805740148,0.9619873867852515,0.7914637671833674,130.05618366939007,0.016,0.013397232581488698,0.14891532393240026,0.1672213256191274,32.90893144859918,39,21,7
7.5,2,0.7255346549519557,0.9181495162998035,0.7866318343835682,132.35647172104512,0.016,0.01353052484270982,0.15519041854510435,0.16208727934007916,33.67645538261027,39,15,8
7.5,2,0.7312265169823102,0.9253524532434031,0.7928030073791469,131.49668125238378,0.016,0.01348204717545027,0.15564348798541866,0.16491748110380292,33.24845970962834,39,16,8
7.5,2,0.7128101732730827,0.9052988274955117,0.7437375890544232,134.42908166269447,0.016,0.013608267402334517,0.14370735243678365,0.1494928632988563,35.721522264449646,39,1,9
7.5,2,0.7162945127459803,0.9924866114886037,0.8474278389374226,132.72026875181527,0.016,0.013659793670686985,0.16616947594271494,0.17375836329933342,31.945116942535954,39,5,9
7.5,2,0.7187132146414481,0.9958379274706727,0.8502893369439514,132.28241038181932,0.016,0.013636222454047992,0.16641997263934474,0.17491880046077954,31.766129134888207,39,6,9
7.5,2,0.7005767862057891,1.0125341022888485,0.7291675986271126,136.839776732278,0.016,0.013732872342661916,0.12563539412709873,0.1435196115964505,36.71740581612846,39,21,9
7.5,2,0.6985072093990276,1.0095429697190188,0.7270135648090245,137.22513187116772,0.016,0.013751838578702765,0.12548969532117155,0.1424833413694685,36.89714749844754,39,22,9
