V_S,Z,D,AEdAO,PdD,P_B,Strength,Strength_Min,Cavitation,Cavitation_Max,Tip_Velocity,Tip_Velocity_Max,Generation,Run
8.5,3,0.7949775065981013,0.961500970487563,0.7101524251883612,183.6386249145905,0.01475,0.01236362944025093,0.1250384374408251,0.13314607394933714,38.555052594460555,39,3,0
8.5,3,0.7999240183885745,0.9133680445692333,0.7350905614558053,181.4810710229875,0.01475,0.012336515275148901,0.13936180563773098,0.13965199646058798,37.33175650421694,39,3,0
8.5,3,0.7959086146805125,0.955878331998446,0.7101807264103923,183.35385800490693,0.01475,0.012354736025666944,0.1257372884832192,0.13335647257108482,38.51369573558877,39,3,0
8.5,3,0.7898395673091546,1.0236301478680754,0.848236575919152,183.94408864967522,0.01475,0.012523064585343283,0.1603741142749326,0.16120362338632357,33.740672845210796,39,5,0
8.5,3,0.798975312165042,1.0365863608382742,0.7958848110420097,182.2453191663842,0.01475,0.012416355725200504,0.14102989799183696,0.15272126249247212,35.11714246934392,39,5,0
8.5,3,0.7930070911931918,1.0341585847358357,0.8694884991329561,183.39675494918464,0.01475,0.012507726381716457,0.1654514630078037,0.1661590666400743,32.991680506133825,39,7,0
8.5,3,0.7999772331096388,0.9935715207553972,0.7525447734606576,182.38606382581187,0.01475,0.012371080497785195,0.13331619526681432,0.14342915310998625,36.665058791372466,39,7,0
8.5,3,0.7917963749033525,1.0496404540087005,0.8879119260504849,183.5341849618829,0.01475,0.012523001793621565,0.169349311975718,0.16962682907776666,32.48902135714792,39,7,0
8.5,3,0.7925961455922024,1.0364473794452496,0.7399101512743747,184.4345938561085,0.01475,0.012424814783730328,0.12452050498715679,0.13898561958635333,37.453339553204906,39,7,0
8.5,3,0.7990841265853369,0.9838558993588092,0.7149812377208052,183.23148478468548,0.01475,0.012342639761636853,0.1232157260542346,0.13492102056020336,38.21039074078472,39,8,0
8.5,3,0.7950008426760319,0.9820483176972573,0.7045839352583577,184.24280594314018,0.01475,0.012364195710078203,0.12063591854810747,0.1318326834619919,38.814521736917946,39,8,0
8.5,3,0.781900770754552,1.0228961101349852,0.7416316955040662,186.17627711688587,0.01475,0.012509264701861178,0.12759928645631974,0.13720221118146073,37.7816489984838,39,8,0
8.5,3,0.7985988455391441,0.987178198106566,0.7009130833928436,183.85705879596566,0.01475,0.012334568643142712,0.1186096709574421,0.13168486597253773,38.84372876942152,39,9,0
8.5,3,0.7773142718301111,0.9831888034741346,0.7621206838956869,186.33910418589062,0.01475,0.012558789282866809,0.13967203413911192,0.1406924413155197,37.146065448059524,39,10,0
8.5,3,0.7988295310544227,1.0235891269359043,0.756676170452603,182.79175754991144,0.01475,0.012387639571568819,0.13070143543995003,0.1440706210389657,36.554717494073884,39,10,0
8.5,3,0.7897995952394135,0.9977005844636005,0.7191353245732041,185.0107857467937,0.01475,0.012422180486969506,0.12339638381642273,0.133943931521621,38.39936893114331,39,10,0
8.5,3,0.7953402330568596,0.9951017886602984,0.7391714698627748,183.46762050812288,0.01475,0.01239590754688359,0.12938399383411092,0.13949831908762414,37.35985094525927,39,10,0
8.5,3,0.7993331220518513,1.017624659427491,0.7854578534180011,182.26504705839923,0.01475,0.012405388388629314,0.14031115827295115,0.15059767239309657,35.475171109946636,39,11,0
8.5,3,0.7988924427394923,1.0395906342107468,0.8151666969634281,182.12304051606782,0.01475,0.012429763312472046,0.14665572944107896,0.15663629938606344,34.466049803439546,39,11,0
8.5,3,0.7961985791976386,1.0241776700784193,0.7799879157556241,182.89082109621359,0.01475,0.01242622584888488,0.1380042619107532,0.14870259830438803,35.78041720210707,39,11,0
8.5,3,0.7930349705453099,1.0335089727187987,0.7272346988113505,184.73697150555645,0.01475,0.012410962203118566,0.12107352640126565,0.13623712295365495,37.961082263715795,39,11,0
8.5,3,0.79296383592696,1.0146485217237275,0.7908054731467526,183.3684167215223,0.01475,0.012459553200240451,0.1429584774740517,0.15035944980405494,35.513581798233034,39,11,0
8.5,3,0.7999226406732068,1.018855725962414,0.8318804693400011,182.0549759992121,0.01475,0.012432928901534955,0.15478176825371726,0.16012593007993198,33.90780075861495,39,12,0
