V_S,Z,D,AEdAO,PdD,P_B,Strength,Strength_Min,Cavitation,Cavitation_Max,Tip_Velocity,Tip_Velocity_Max,Generation,Run,Valid
8.5,2,0.7520825666006993,0.8001752484084423,0.8939129702834785,205.38813349035243,0.016,0.014458029128134299,0.2160355823959757,0.15455023966402473,34.811674508345526,39,1,0,False
8.5,2,0.6627119435831607,1.0442928282164996,0.8013357769931874,221.3215708977724,0.016,0.015367881480179259,0.1504389798223673,0.11889247945378785,41.186064159792494,39,1,0,False
8.5,2,0.749733937930139,0.8331680232403748,1.0029806899553837,209.21296873266618,0.016,0.014527333513580565,0.25364050300069446,0.17290267200107212,32.00505325752385,39,1,0,False
8.5,2,0.776125294198619,0.7709308842117342,0.9020251220400737,200.58665813243513,0.016,0.014214360137577911,0.2228907133942883,0.16069092926102008,33.82132264768462,39,1,0,False
8.5,2,0.6670376013391796,0.8685367662483016,0.8458128962292102,224.64649356845268,0.016,0.015385693770690151,0.19354036057503154,0.1264957275908217,39.76409559394684,39,1,0,False
8.5,2,0.7486404556968654,0.7799599078681689,0.9608829413266975,209.306141609618,0.016,0.014528478368667799,0.24884232197905307,0.16423393338411751,33.28030749282681,39,1,0,False
8.5,2,0.7973610759436954,0.7521510656271579,0.8608638734385847,194.39577902761462,0.016,0.013967029511811509,0.20819303139367568,0.15780067046679044,34.276911299736966,39,1,0,False
8.5,2,0.7392276555018132,0.8263588330929922,0.8069813678810419,205.44300392653915,0.016,0.01451077822375013,0.1786250963595054,0.13624177079643507,37.96308227794456,39,1,0,False
8.5,2,0.797230033187482,0.7474392550813571,0.8790884979842103,195.18115684833936,0.016,0.013983613105156925,0.21657206194298276,0.16087521610112035,33.79139782572977,39,1,0,False
8.5,2,0.7721992650152656,0.8953443232466338,0.9854215376660174,201.23220825892477,0.016,0.014287925014302578,0.22973910875670567,0.1769612700498922,31.37977722818746,39,1,0,False
8.5,2,0.7999997699433411,0.8014642785128453,0.7657945038383258,191.47324236220757,0.016,0.013853177403144606,0.16200795042130975,0.1409383851543866,37.10103899485729,39,2,0,False
8.5,2,0.7853482570963511,0.6149117489197312,0.8480361822498256,193.944869479901,0.016,0.013960547355495165,0.24276616706548496,0.14967525799471001,35.623665741892374,39,2,0,False
8.5,2,0.6726468820820634,0.9012390716938742,0.947203041309769,224.71862106177613,0.016,0.015380898808276219,0.2269811104023825,0.14636016226483722,36.17401029666929,39,2,0,False
8.5,2,0.7575360046352859,0.7732076925690194,0.9334753996656948,206.10348685375152,0.016,0.01442190147905726,0.23775035154730378,0.16170459491504233,33.66499761979902,39,2,0,False
8.5,2,0.7525842965292343,0.8813575302761888,0.8686763602392906,203.3624994903286,0.016,0.014444527285549751,0.18991735898153989,0.15200861412863723,35.24208681178034,39,2,0,False
8.5,2,0.7927102793725282,0.9896798290751592,0.8616036560785936,192.58641996448378,0.016,0.014035214906464802,0.1652728223016356,0.16123926519455853,33.7349601824386,39,2,0,False
8.5,2,0.7572681158478441,0.8340311522904186,0.934201674756064,205.0750849591558,0.016,0.014434658471698511,0.2240771219723177,0.1634443486421016,33.3991593241134,39,2,0,False
