D,AEdAO,PdD,Z,P_B,n,fitness,t075dD,tmin075dD,tal07R,cavLim,Vtip,Vtipmax,penalty,valid,seed,iteration
0.6848477070395058,1.0363788512544203,0.9379477003118727,2,136.04758945152474,0,-145.2262002147413,0.016,0.01398566984301494,0.1961124683284854,0.18371773507829262,30.476693475925554,39.0,0.06746617709450135,False,6,0
0.7385958079247739,0.8570131832844502,0.8744061018801003,2,131.53678679000768,0,-141.89899601647514,0.016,0.013470020540772858,0.19601274028040372,0.18169886151551842,30.759552388153075,39.0,0.07877803220942463,False,6,0
0.7059008330467358,1.0373597415497342,1.0421194307561903,2,132.42608111575976,0,-148.68670888686276,0.016,0.013722322878488685,0.23333300112993463,0.20781531292166833,27.40342941678559,39.0,0.12279022103575528,False,6,0
0.762135181333867,0.9825199395970772,0.944603791097656,2,126.4652796228814,0,-126.4652796228814,0.016,0.013251286459824672,0.19709161872563774,0.20316328386358162,27.949331034950152,39.0,0,True,6,0
0.5303395720889399,1.0215411963583079,0.7587568098375315,2,170.40746650474776,0,-274.4168523589323,0.016,0.01591417128349294,0.1497338356149894,0.10242097398081748,44.788065212495994,39.0,0.6103569754749374,False,6,0
0.7901758719052784,0.9130440382588438,0.9788749778400089,2,124.89542133064162,0,-127.08826115679338,0.016,0.013026885100261426,0.21840636914712497,0.21463788431468128,26.63035322556527,39.0,0.01755740765185096,False,6,1
0.7506430314244705,0.9562449545754105,0.941839770121047,2,128.746736643784,0,-130.50156590680393,0.016,0.013367511752704528,0.2019371433042983,0.19922173367761156,28.429551008505143,39.0,0.013630087323107602,False,6,1
0.746758830035084,0.8858181219133651,0.856137579928069,2,129.84569106727173,0,-131.40519847394765,0.016,0.013382357084387324,0.182926977974651,0.18075601380926548,30.8940289267887,39.0,0.012010467146483541,False,6,1
0.6809781880119713,1.0230234104675155,0.8857904289879364,2,137.3184474738668,0,-142.3668330181934,0.016,0.014029723304880524,0.17936279700119287,0.17300251959405902,32.064950438056854,39.0,0.03676407385313171,False,6,1
0.6512324990983337,0.9125062997385144,0.922360127502439,2,145.85195392559342,0,-185.4631091493961,0.016,0.014418479386505105,0.21536513244509387,0.1693675120546928,32.60428429313874,39.0,0.2715846730720549,False,6,1
0.7871319826415684,0.9733637544253242,0.9732072195706009,2,123.58780296241237,0,-123.58780296241237,0.016,0.013031604709219583,0.2058760853329384,0.21444750573100455,26.651297080536004,39.0,0,True,6,2
0.780052999225532,0.9845480523832176,0.9729424870176215,2,124.14097752387175,0,-124.14097752387175,0.016,0.013087815035796146,0.20485661341455072,0.21294851334755002,26.81686175860128,39.0,0,True,6,2
0.7932499210931296,0.9760307986260449,1.0424109871115532,2,122.9796315394943,0,-124.36449185925882,0.016,0.012951889178866895,0.23083353622761255,0.22826309027464461,25.137429298660038,39.0,0.011260891762549907,False,6,2
0.7749482462802627,0.7914986519439433,0.928961982430972,2,128.0715660785574,0,-146.03262742897712,0.016,0.013155165715758043,0.22642527168304694,0.19857643907909636,28.508973550738787,39.0,0.14024238088415872,False,6,2
0.798977547219663,0.9345787831513451,0.9542082483109816,2,123.05179959499849,0,-123.05179959499849,0.016,0.01294656411972846,0.20394411474645904,0.21269177740848438,26.844332672837304,39.0,0,True,6,2
0.7992700384432696,1.0228618232951614,0.9897394273953989,2,120.50961561419635,0,-120.50961561419635,0.016,0.012897105416960587,0.20223429064803744,0.22178224576851766,25.860514866574213,39.0,0,True,6,3
0.7744142104724459,1.0129140510639472,0.92304764649486,2,124.03386633989872,0,-124.03386633989872,0.016,0.013127915891552972,0.18301490589156333,0.20257396024874194,28.01914101326546,39.0,0,True,6,3
0.7997628560060686,0.9811996056295781,0.8953697354756542,2,121.74000223023974,0,-121.74000223023974,0.016,0.012919402723686375,0.1751009187694899,0.20230289095727697,28.050156608866722,39.0,0,True,6,3
0.7733283709213639,0.9079209780844036,0.8782377128745578,2,126.18556603116946,0,-126.18556603116946,0.016,0.013153193385793318,0.18399790695967075,0.19156629712727136,29.410280114629835,39.0,0,True,6,3
0.7960344211181886,0.9173752004111841,0.9334316556124141,2,123.61690137339363,0,-123.61690137339363,0.016,0.012973639521061947,0.1996989030018647,0.20761082202278686,27.421735851442737,39.0,0,True,6,3
0.7985392753077935,0.9446480615245813,0.9092156389912867,2,122.610692960081,0,-122.610692960081,0.016,0.012941798690923495,0.18591308474957333,0.20409555751511896,27.8346979646008,39.0,0,True,6,4
0.7621991026140706,1.032500532344955,1.0453917282342229,2,124.6258548581756,0,-126.75756081181818,0.016,0.013182057764587826,0.22689338979639295,0.223077680604977,25.7133497478225,39.0,0.017104845186967612,False,6,4
0.7911983857010791,1.046233639396555,1.0202926252109386,2,120.47010442604568,0,-120.47010442604568,0.016,0.01293357163931715,0.21091928790744935,0.22587990939838565,25.3967073603388,39.0,0,True,6,4
0.7975975031824091,0.9869176097876888,1.0325121653028901,2,122.01007345840326,0,-122.01007345840326,0.016,0.012914008561848858,0.22442621968487267,0.22789562418242548,25.176615208438367,39.0,0,True,6,4
0.7980724183878299,1.0060591969257093,0.9740061057343822,2,121.24231476005873,0,-121.24231476005873,0.016,0.012922017964924096,0.19933099241258495,0.2181158321419366,26.258656927872014,39.0,0,True,6,4
0.6716058125255706,1.0087812143614572,0.9117285081344656,2,139.25775572365018,0,-152.8871873861092,0.016,0.01414531131935602,0.19221411737895439,0.17507880851386137,31.744018934816786,39.0,0.0978719755437242,False,6,5
