V_S,Z,D,AEdAO,PdD,P_B,Strength,Strength_Min,Cavitation,Cavitation_Max,Tip_Velocity,Tip_Velocity_Max,Generation,Run,Valid
7.5,6,0.7681560659679197,0.8850313999330062,0.7790709536955618,111.34334675192648,0.011,0.00983037276927439,0.17670684878594567,0.18546669451252643,30.22873661761356,39,1,0,True
7.5,6,0.7459116251081822,0.8208782916382428,0.622654907192977,113.68560612386338,0.011,0.00984221132244758,0.13660011722554047,0.1467335894524271,36.17160108127299,39,1,0,True
7.5,6,0.790121771166665,0.8771374433375008,0.6812780502183287,108.73108966614278,0.011,0.009638700660549364,0.14256413490073822,0.170283435825428,32.468322514027655,39,1,0,True
7.5,6,0.7841758807917804,0.8674292420225609,0.7608173291722576,109.21198542651362,0.011,0.009722777081540223,0.1722099017360502,0.1856165697059238,30.207283955364677,39,2,0,True
7.5,6,0.7789938080029029,0.7882656743310786,0.6391082192437769,109.44592817680683,0.011,0.009660297089220872,0.14567972399349272,0.15854963079937176,34.22595724886027,39,2,0,True
7.5,6,0.762236262032352,0.7594094856242982,0.6506488652771831,110.88619198711186,0.011,0.009763180394816728,0.1573886616152253,0.15771980282783815,34.35962341591225,39,2,0,True
7.5,6,0.7988417079663571,0.7722776290974971,0.7052711699519308,106.73893822963674,0.011,0.009593733529426395,0.1710960710195078,0.1779271777116554,31.30678698416255,39,2,0,True
7.5,6,0.7620139813007174,0.9063100468773853,0.7549071790564353,112.15872650905699,0.011,0.009857644930478493,0.16472898743576878,0.17923679966580608,31.114310746887497,39,3,0,True
7.5,6,0.7941738133853518,0.7619159819219632,0.5790833828039742,109.11766967848973,0.011,0.009533277855631095,0.12867257474624244,0.14734349514725006,36.06856024217208,39,4,0,True
7.5,6,0.7903059372420959,0.7418888691083579,0.5919517273589452,108.9614448337043,0.011,0.009563398875266483,0.13738333194206045,0.15020908247433867,35.60338990318947,39,4,0,True
7.5,6,0.7993575118173374,0.7069772201728306,0.5609284852892761,108.94027319875578,0.011,0.009496940724383058,0.132800924428484,0.14455791774172919,36.53518996095468,39,5,0,True
7.5,6,0.799980569200612,0.793873497617199,0.6205518984401973,107.69301974931656,0.011,0.00953199837026802,0.13634174881147745,0.15857487554172586,34.22096905928846,39,5,0,True
7.5,6,0.7990260771607046,0.813551827261262,0.6866581321753908,107.10763047602069,0.011,0.00958496714737216,0.1555212451374976,0.17389064028153425,31.92049636363867,39,5,0,True
7.5,6,0.7910770077170185,0.7367496679112342,0.6333927898916027,107.94465770312812,0.011,0.009587667919087084,0.15332663465842217,0.16038534574400348,33.93670374624913,39,5,0,True
7.5,6,0.7944388914137822,0.6805051847020543,0.5912489127096197,108.32392690029012,0.011,0.00954427477622218,0.15022939104039712,0.15173757573523675,35.35260868175567,39,5,0,True
7.5,6,0.7943775840629274,0.7921028462212653,0.6544349528122062,107.68218102871612,0.011,0.009586277842593284,0.14892443789051416,0.1656099939808966,33.14292573870754,39,5,0,True
7.5,6,0.7913136914856125,0.7405143477646844,0.607582020028218,108.45196707971583,0.011,0.009568765474541614,0.1431362520665705,0.15425424129589363,34.92559709686087,39,6,0,True
7.5,6,0.7724587731439099,0.8431369335339652,0.6461226143430763,110.58586707493596,0.011,0.009707357509948264,0.138319700428268,0.15815297028281178,34.28959392978664,39,6,0,True
7.5,6,0.7986055330458206,0.7562979954399107,0.5882361933459388,108.3545700920022,0.011,0.009516113811579754,0.1325226651438408,0.15084878337168173,35.50111248187601,39,6,0,True
7.5,6,0.7932882716639826,0.8879768496840765,0.6417480515523224,109.03101879129392,0.011,0.009592883515854678,0.127605153601763,0.16113154217492193,33.82075998360381,39,6,0,True
7.5,6,0.7982046205725603,0.8336767814712662,0.756633508611408,107.34822600225571,0.011,0.0096351116230182,0.1763430046901889,0.18805133082989478,29.875589166495967,39,6,0,True
7.5,6,0.7823872922639417,0.8180354254839136,0.759987507651003,108.93087991940541,0.011,0.009723765196775841,0.18267015509124204,0.18515307036788559,30.27126870712883,39,6,0,True
7.5,6,0.7853835157749689,0.8380814630176435,0.6443880862569065,109.17803643729515,0.011,0.009632471858121605,0.13755189000381018,0.1606824997447058,33.89090790152809,39,6,0,True
7.5,6,0.7866945477006267,0.9061513807953844,0.8872202362769681,110.84414987031347,0.011,0.009769107800955383,0.20882910104076619,0.2100946421401319,27.13797563755162,39,6,0,True
7.5,6,0.7995182254485185,0.8164677466094772,0.5336297607178196,111.23161875000686,0.011,0.009474352969335556,0.10425213636873953,0.13500130567844018,38.25613472989627,39,7,0,True
7.5,6,0.7999801452493299,0.7322289495077926,0.6523535444191602,106.77059342572812,0.011,0.009551953938660946,0.16050034048240217,0.16689546905943806,32.9537337579076,39,7,0,True
7.5,6,0.7958084076368063,0.7788341940609744,0.7046248806963473,107.09134934964968,0.011,0.009610569657304639,0.1696840076710695,0.17713198481606424,31.426696804940683,39,7,0,True
7.5,6,0.7998893622335908,0.8338212621014837,0.6969665845710749,107.15432604712724,0.011,0.009589564857255045,0.15502326034332234,0.17611193000659126,31.58120580057989,39,7,0,True
7.5,6,0.7877410879435951,0.8423447506895312,0.7790663975941879,108.69311136334649,0.011,0.009707506688114991,0.18367751507515384,0.19010462531464586,29.60155824861523,39,7,0,True
7.5,6,0.7973883547426096,0.8573449207121717,0.7933864522981687,107.9077132830244,0.011,0.00966281178081301,0.18455551686825866,0.19515380477567737,28.947653900342157,39,7,0,True
7.5,6,0.7957463548229351,0.8572975529014758,0.7425862392176313,107.77977370743058,0.011,0.009644746385813944,0.16669506969223938,0.18456481434787422,30.352234848767843,39,7,0,True
7.5,6,0.796537832423312,0.7139908216831045,0.5874265028478305,108.33891205935846,0.011,0.00952821329370975,0.14105388777468134,0.15081227211210785,35.50699793286169,39,8,0,True
7.5,6,0.7922255127046368,0.7635089250176031,0.6381005314902697,107.91384570445815,0.011,0.009585163418647966,0.14917353188783228,0.16149582573623292,33.76437533792923,39,8,0,True
7.5,6,0.7959288826439619,0.8625955671140781,0.8317642638302638,108.53329164496105,0.011,0.009688560309030184,0.19746395063028674,0.2020899577277204,28.075935886964054,39,8,0,True
7.5,6,0.7974946829388542,0.8033286834980923,0.6273640521958155,107.88837478501077,0.011,0.009550766686179704,0.13710639647081335,0.15959626606184465,34.05961986725216,39,8,0,True
7.5,6,0.7998563032769426,0.7309587303038169,0.6620920559574562,106.66903670973365,0.011,0.009558815827310002,0.16444776308735579,0.16917786861301992,32.62408283408757,39,8,0,True
7.5,6,0.7961538512810588,0.7001790752460634,0.6337843985274293,107.28482559146622,0.011,0.009560783104791274,0.16145991797308834,0.16192051273978536,33.698747826007455,39,8,0,True
7.5,6,0.7972649541602267,0.7349797642321916,0.6896947526212857,106.74471560995971,0.011,0.00959013915234751,0.17419209076954387,0.17457184983791385,31.815410493520094,39,8,0,True
7.5,6,0.797376261694107,0.8325081226589549,0.7951877387011528,107.70159218248139,0.011,0.009659033669611782,0.19073784722711626,0.19549725027397566,28.902612570404816,39,8,0,True
7.5,6,0.7998870643537918,0.7543530694314009,0.6912206423809696,106.57171319538845,0.011,0.009577958432076096,0.1698895184270851,0.17535229213344097,31.696027777737857,39,9,0,True
7.5,6,0.7972425826320255,0.7696515010154674,0.6574850834188776,107.19541515981076,0.011,0.009571446871173768,0.1543731817032744,0.16718947077297092,32.910851175493804,39,9,0,True
7.5,6,0.7999561571914503,0.7160670057392062,0.6324244002206127,106.9903118073913,0.011,0.009539208852522964,0.15680768423833433,0.16229484753704593,33.64119324520041,39,9,0,True
7.5,6,0.7964508083412268,0.7639958009267608,0.6589032828253393,107.2189268037261,0.011,0.00957636564440217,0.15617243507596187,0.16739665355555308,32.88067633719172,39,9,0,True
7.5,6,0.79987848205888,0.7866151018599475,0.6821370422632325,106.831642322859,0.011,0.009574702313956412,0.15939617233794875,0.17329401182797044,32.01341269233624,39,9,0,True
7.5,6,0.798055215239264,0.8247728858238043,0.7106631565882935,107.21266292527837,0.011,0.009607305798064661,0.16180823829840615,0.17862604471805996,31.20267494068528,39,9,0,True
7.5,6,0.7994349330324205,0.7592709572458136,0.6345400377170968,107.2289316165708,0.011,0.00954362827259276,0.1481244108691882,0.16226675524470668,33.64551361519188,39,9,0,True
7.5,6,0.7999847229566759,0.7548351684439765,0.6796711029286259,106.62946719145694,0.011,0.009570240820975195,0.1654714347280825,0.17298891139151007,32.061252390733344,39,10,0,True
7.5,6,0.7998415168940347,0.752970092222654,0.7039996229360828,106.52397075011318,0.011,0.009585845382231409,0.17501741108038538,0.17795285547377282,31.30289165531023,39,10,0,True
7.5,6,0.7999450111667661,0.7479276683615844,0.6703630291028533,106.67006197503095,0.011,0.009564237206975522,0.16359565197172468,0.17104429628292206,32.36159132162167,39,10,0,True
7.5,6,0.7996736420200226,0.7658218889010363,0.6937661520995066,106.64711493550247,0.011,0.009581501239764128,0.1682247018338713,0.17578233102784163,31.630886399656983,39,10,0,True
7.5,6,0.7999939225488872,0.7593460054952521,0.6881845778167119,106.60526161831612,0.011,0.0095758500004786,0.16759684317475484,0.1747236140496024,31.791981927568052,39,10,0,True
7.5,6,0.7998357695270474,0.6881708918139637,0.605578583112629,107.45464454651236,0.011,0.009523939158283187,0.15329866745794454,0.1561665972882792,34.61060958800754,39,10,0,True
7.5,6,0.7999429729642895,0.7700926145314977,0.7428545574638776,106.63066457342448,0.011,0.009608974837328149,0.1855962770483598,0.18578008866251877,30.1840121443024,39,10,0,True
7.5,6,0.7980204793545521,0.7766326054833327,0.7478379946980507,106.88879498454114,0.011,0.0096230379770827,0.18611074100797517,0.18634064499618117,30.10753261346995,39,10,0,True
7.5,6,0.799997041331041,0.7729191657266298,0.7047633863530391,106.62335436348206,0.011,0.009587119193160522,0.17064785445423808,0.17806699072570673,31.285810669195918,39,10,0,True
7.5,6,0.7992706432022404,0.7615899921008669,0.6672900181211585,106.83993677105809,0.011,0.009566531889224987,0.1594754455125899,0.1700582786799205,32.49951699591783,39,10,0,True
7.5,6,0.7992040372268883,0.7667917810787925,0.731949809695918,106.65908899094744,0.011,0.00960670294675746,0.18234015015604588,0.18343889755651083,30.510175948424788,39,11,0,True
7.5,6,0.7987560002236709,0.7568614931420666,0.7184250416950825,106.63512670075625,0.011,0.009600508312271178,0.17965795144812702,0.1806293502012007,30.909629873244107,39,11,0,True
7.5,6,0.7995438007344801,0.7456090179505431,0.6558003479107071,106.84267787557074,0.011,0.009556904545320943,0.15877847474677081,0.16750595362531787,32.864621429106336,39,11,0,True
7.5,6,0.7989090432674313,0.753743644218211,0.707761351557725,106.6126548677251,0.011,0.009593193771605658,0.1763526494880647,0.17851453678890852,31.219181496964577,39,11,0,True
7.5,6,0.7999810290936761,0.7505916343124505,0.6961188690611956,106.52428297367416,0.011,0.009580225761988921,0.17259543319383933,0.1763956946609288,31.53841309418767,39,11,0,True
7.5,6,0.7992870382914298,0.7851963037705019,0.7135292924331667,106.76644837581307,0.011,0.009597589171808588,0.17117965499342755,0.17965568921025699,31.05100070878881,39,11,0,True
7.5,6,0.7995809643048833,0.7488004220493916,0.655441122829464,106.85659953029226,0.011,0.00955651497218323,0.15793469583910003,0.16740601601283783,32.87916242122397,39,11,0,True
7.5,6,0.7997212980689701,0.7485469647484247,0.711299104195743,106.49627105464671,0.011,0.009590395688638363,0.1788646612668438,0.17941846240145481,31.085717817743895,39,11,0,True
7.5,6,0.7986659525803564,0.7655035110389259,0.6940267368311211,106.7500826009093,0.011,0.009587191819803251,0.1684910951694083,0.17562299070742335,31.655031339602694,39,12,0,True
7.5,6,0.7998941672148662,0.7520395956844077,0.6728626023391435,106.67463792105808,0.011,0.009566273017003683,0.16359333853427582,0.1715842351560933,32.28427600037965,39,12,0,True
7.5,6,0.7980674552460291,0.7704053095197056,0.6474663581411949,107.24258536618441,0.011,0.009560208338288346,0.15054623333591263,0.16496691589841622,33.23794011508857,39,12,0,True
7.5,6,0.7999700985804735,0.7435305970465981,0.6866572033157248,106.5269168338142,0.011,0.009574005953170543,0.1707105151729095,0.1744798414348923,31.829422001307762,39,12,0,True
7.5,6,0.7995133530124942,0.7547203858177722,0.7184221700337905,106.54578366891266,0.011,0.009596162004900785,0.18009507273443345,0.1807985414361437,30.885212738879996,39,12,0,True
7.5,6,0.7999981109178068,0.7578608329783273,0.7093083128165744,106.52480235337278,0.011,0.009588534866331141,0.1758394015182375,0.17904468672764087,31.140671154417273,39,12,0,True
7.5,6,0.7999159799812716,0.7612593900784314,0.6782491105020494,106.6861394269477,0.011,0.009570133629039801,0.16350062438579505,0.17264476223469455,32.115477147287045,39,13,0,True
7.5,6,0.799491861158129,0.7677005841844032,0.7179129351646422,106.62522844093996,0.011,0.00959723351234514,0.1768032274217419,0.18065445133430716,30.905971892324157,39,13,0,True
7.5,6,0.799407924121176,0.7478758590014285,0.6744354709457289,106.68651226153206,0.011,0.009569675140385916,0.1651769656624424,0.17183327735873252,32.24442717070752,39,13,0,True
7.5,6,0.7996304697418323,0.7501430997634972,0.703514666876146,106.5319472786846,0.011,0.009586502137927255,0.17553083175507064,0.17781969181750576,31.32285643482513,39,13,0,True
7.5,6,0.799956653694202,0.745078911058176,0.6654519554352107,106.693105336413,0.011,0.009560839627802423,0.16242734139112877,0.16990027556336904,32.521741006984975,39,13,0,True
7.5,6,0.7998765907793857,0.7601704880951559,0.7055297842186187,106.55714872815267,0.011,0.009587142001905245,0.17388768206582725,0.17824498510103343,31.25924560633573,39,13,0,True
7.5,6,0.7999875108716633,0.7367691669618256,0.6880364927847533,106.48696141338979,0.011,0.009574414231381806,0.17284583883070884,0.17479491816056783,31.781055698986542,39,13,0,True
7.5,6,0.7998951716156287,0.7677574260105483,0.7304733979650891,106.5923367671242,0.011,0.00960220124468877,0.18147504493392275,0.18329208311359882,30.530936867090375,39,13,0,True
7.5,6,0.7994660337595401,0.7349616499279433,0.6620405482418193,106.72528479379338,0.011,0.009560973737934403,0.1635334670576119,0.1690490951520844,32.64244353206045,39,13,0,True
7.5,6,0.799921730277051,0.7432985379608046,0.6725240918317066,106.62774648159592,0.011,0.009565491935240806,0.16546827148054602,0.1715699768319375,32.286561853545564,39,14,0,True
7.5,6,0.7999071432552892,0.7474128655183423,0.7024763981650254,106.49213001983752,0.011,0.009584175120894737,0.17576484454447378,0.17767771645654518,31.34415816475906,39,14,0,True
7.5,6,0.7999591012206575,0.7620655105159598,0.7114425018082217,106.5474480172368,0.011,0.009590335427343699,0.1756540425258404,0.17945748779848814,31.079983045320677,39,14,0,True
