V_S,Z,D,AEdAO,PdD,P_B,Strength,Strength_Min,Cavitation,Cavitation_Max,Tip_Velocity,Tip_Velocity_Max,Generation,Run
7.5,7,0.7372562549162853,1.0370156194841746,0.5756726129690132,120.65236825781595,0.009749999999999998,0.009573910421594927,0.0947477513506622,0.13163979279353263,38.9152804614214,39,7,3
7.5,7,0.7658402694062398,0.9454918966019108,0.6486063083598985,114.25919839137148,0.009749999999999998,0.0094775306564562,0.1266983535810142,0.15907724995912448,34.142849970214364,39,4,4
7.5,7,0.7723731068860683,0.953557214065282,0.6541391064774379,113.59898122800624,0.009749999999999998,0.009447517734109425,0.12673009608778862,0.16182231561728708,33.71496054117482,39,5,4
7.5,7,0.7530255825714431,0.8606414093485244,0.5976019839948538,115.56208398503588,0.009749999999999998,0.009496901290976023,0.12441071794874656,0.14449733097413361,36.54752530415881,39,11,4
7.5,7,0.7515656137929448,0.8589731525517846,0.5964435592617394,115.7370522385915,0.009749999999999998,0.009504056197987762,0.1244159550262865,0.14389073173923297,36.65143051771341,39,12,4
7.5,7,0.7325899905752354,0.965502595827046,0.7308543846144262,118.07320840866656,0.009749999999999998,0.009740009800485894,0.15324144416619073,0.17028681999894835,32.470639526034496,39,22,4
7.5,7,0.7818558544063497,0.8289707972410045,0.6952867526048583,110.65483164374716,0.009749999999999998,0.009408051844566546,0.16148699493831836,0.17488572282053114,31.768058775347544,39,22,5
7.5,7,0.7748726215040153,0.8215667519636775,0.6890767213056309,111.3920814404653,0.009749999999999998,0.009441665425716244,0.1614366618248672,0.1721572553260758,32.1939767760924,39,23,5
7.5,7,0.7982732759144817,0.7219229257932673,0.6269180005463222,109.55281069304341,0.009749999999999998,0.00928082776606844,0.1575743019342405,0.1634198117290056,33.47027340634875,39,25,5
7.5,7,0.7917737243947873,0.7160450198292143,0.6218136259341234,110.30198432841907,0.009749999999999998,0.009311858603799099,0.15763811564826813,0.1608193964543867,33.86940946668404,39,26,5
7.5,7,0.7926380230076142,0.9272978534540322,0.6624681808471222,110.95409217085755,0.009749999999999998,0.009341102029407102,0.13175384763573103,0.16888499782009866,32.666191101487904,39,1,6
7.5,7,0.7646743695770423,0.9201027347754593,0.5494519826021237,116.42473976316957,0.009749999999999998,0.009384802901566633,0.09969716749930985,0.1329145951319232,38.6623265523485,39,1,6
7.5,7,0.7647784776332051,0.9202280077614919,0.5495267628134193,116.4155868446909,0.009749999999999998,0.009384359605230501,0.09969456291312395,0.13295151018702517,38.655051634717196,39,2,6
7.5,7,0.7603377429307294,0.7887703318824448,0.6157346177859198,113.84269366184847,0.009749999999999998,0.009471751694975016,0.1428802459930769,0.15184881197201178,35.33492531709691,39,6,6
7.5,7,0.7678211746358392,0.7965330552583623,0.6217934180256528,112.94634437523825,0.009749999999999998,0.009434775052949334,0.14285495641863633,0.1548245184250569,34.83196599673321,39,7,6
7.5,7,0.7714785466469503,0.916760676176978,0.6237839482123783,113.61719508799636,0.009749999999999998,0.009421033775002917,0.12266733182331106,0.15455986805021327,34.875650819442995,39,11,7
7.5,7,0.7651708996873676,0.9092651953021236,0.6186838596337922,114.29316370170369,0.009749999999999998,0.009450291569486086,0.12266791428761681,0.15205145664169026,35.299800711768704,39,12,7
7.5,7,0.7421601561529733,0.9644712746005466,0.7935073565636024,116.965323975184,0.009749999999999998,0.009715373759813514,0.17387690868192282,0.18493438729643114,30.303642858120597,39,20,7
7.5,7,0.7395104544405601,0.9610256906798345,0.7906692367102599,117.22986431949559,0.009749999999999998,0.009729235113361472,0.17380596407237817,0.18376087971106234,30.467800830118712,39,21,7
