V_S,Z,D,AEdAO,PdD,P_B,Strength,Strength_Min,Cavitation,Cavitation_Max,Tip_Velocity,Tip_Velocity_Max,Generation,Run,Valid
8.5,5,0.7851250648202543,1.0219207764285032,0.7968136634998235,175.4454930457331,0.012249999999999999,0.010949912648400777,0.15355485588708825,0.15639722313985496,34.50609456812625,39,1,0,True
8.5,5,0.7861247315648006,1.0248469499158228,0.8117916547079751,175.53540002896662,0.012249999999999999,0.010954107042610187,0.15774445851234573,0.15948644154447633,34.008934228305115,39,1,0,True
8.5,5,0.7968805339133863,1.0218584639090158,0.7859795337675466,173.21421215668627,0.012249999999999999,0.0108631764670379,0.14913456195129224,0.15684234706096287,34.43245953194552,39,1,0,True
8.5,5,0.7994016382745988,0.9841432345583014,0.7596278604941717,171.80853356189294,0.012249999999999999,0.010817433358330327,0.14648236045132698,0.15235126611722918,35.180444762832174,39,2,0,True
8.5,5,0.7999790453651153,0.9570409136850504,0.746567509175431,171.0791192170546,0.012249999999999999,0.01079645436451406,0.1465968417195133,0.1499313947871676,35.58172632649666,39,2,0,True
8.5,5,0.7978680667271244,1.0435528084335866,0.7578027061220857,173.3553744169575,0.012249999999999999,0.010840855917964451,0.13721561008691585,0.1512901206362574,35.3639355659384,39,2,0,True
8.5,5,0.7997581762949006,1.04316343249751,0.6879984829569779,173.83228927907706,0.012249999999999999,0.010770090441463896,0.1164898081853616,0.1360357888594592,37.99859956970246,39,2,0,True
8.5,5,0.7911604620381567,1.0403913738552004,0.8110276872964122,174.89156884905435,0.012249999999999999,0.010923136307769182,0.15462044434370412,0.1604142334427262,33.863386552977666,39,2,0,True
8.5,5,0.7997532129883133,0.9489927320877091,0.7437252740329766,170.94385937251627,0.012249999999999999,0.010793668553393431,0.14700946550844657,0.1493133297261586,35.681164415195134,39,2,0,True
8.5,5,0.7976752789134391,0.9640237561257351,0.7391168730445967,171.59265063000274,0.012249999999999999,0.010806939871719195,0.1433092926528817,0.14775654626740292,35.93537344773228,39,2,0,True
8.5,5,0.7998945651948034,0.9808264830251737,0.6852236707329005,172.0273798840619,0.012249999999999999,0.010749087835937898,0.12397715642259748,0.13621251371421084,37.965338722468644,39,2,0,True
8.5,5,0.7999815302196376,1.0235814050499221,0.7579165808704247,172.5346074617363,0.012249999999999999,0.010821967912177873,0.13994544600600578,0.15189080476597636,35.25969173622409,39,2,0,True
8.5,5,0.786497902523616,1.0155251006551744,0.7807914263618473,174.88496899113653,0.012249999999999999,0.01092729827323123,0.14938282665812727,0.15361129753455513,34.96689242013631,39,2,0,True
8.5,5,0.7998873845918131,1.042369653484728,0.7788433273660724,173.04872040898786,0.012249999999999999,0.0108431477097529,0.14361351276975104,0.15595774598068932,34.577036210872485,39,2,0,True
8.5,5,0.7977918566499803,1.0458931574705979,0.8512040567761434,174.51949737464014,0.012249999999999999,0.01090377237250216,0.16578485997742826,0.16967181561866695,32.48226836520913,39,3,0,True
